ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2004,SP,Monteiro dos Dourados,Soja,988.45,4713.91
2015,BA,Alves de Ribeiro,Feijão,622.85,2093.79
2008,MT,Araújo de Rezende,Feijão,17.52,
2014,BA,Oliveira Paulista,Feijão,730.42,3554.85
2003,MG,Silva,Feijão,,
2016,GO,Correia,Algodão,611.32,1014.13
2023,SP,Cardoso de Minas,Soja,314.56,3760.16
2000,BA,da Luz,Café,995.9,3240.67
2015,RS,Freitas,Algodão,320.2,992.44
2022,RS,Azevedo do Amparo,Algodão,85.99,
2019,MG,Melo de Carvalho,Algodão,678.09,
2016,MT,Alves de Ribeiro,Arroz,383.17,1451.81
2003,GO,Freitas da Praia,Feijão,67.56,3503.84
2022,MG,da Mata da Mata,Feijão,635.23,4807.94
2012,MG,Cardoso de Minas,Trigo,163.55,1467.76
2007,MS,Aragão das Flores,Milho,10.61,4138.86
2017,GO,Azevedo,Algodão,339.38,720.41
2012,MS,Cardoso,Arroz,916.68,3048.55
2008,PA,Novaes,Trigo,368.0,2561.29
2004,MS,Azevedo,Cana-de-açúcar,822.62,4879.87
2010,RS,Oliveira Paulista,Soja,338.17,2615.94
2013,MS,Rocha,Soja,603.53,2638.53
2023,MT,da Rocha,Soja,80.26,4814.11
2017,BA,Melo de Carvalho,Milho,762.0,1430.6
2017,SC,Freitas da Praia,Feijão,465.95,2419.21
2019,SC,Fernandes,Soja,869.62,1288.99
2015,SC,da Luz,Café,935.67,4249.42
2003,PA,Caldeira,Milho,,3761.3
2018,SP,Cardoso de Minas,Café,551.25,2463.35
2004,MG,Araújo de Rezende,Arroz,11.82,3010.61
2001,SP,Moreira,Soja,975.72,421.3
2016,RS,Melo,Feijão,734.5,
2003,MS,Pires da Mata,Milho,249.29,3619.73
2005,GO,Moraes Verde,Trigo,814.2,1304.1
2021,PR,Silveira de Minas,Algodão,753.5,4515.97
2017,PA,Melo,Soja,456.61,4753.27
2005,SC,das Neves,Feijão,748.19,870.78
2019,SP,Silva,Milho,77.95,4638.55
2014,RS,da Luz,Algodão,894.44,2968.66
2000,GO,da Mata do Oeste,Cana-de-açúcar,694.94,598.15
2016,SP,da Costa da Prata,Soja,826.08,4587.39
2001,RS,Aragão das Flores,Cana-de-açúcar,616.28,641.02
2003,BA,Correia,Cana-de-açúcar,840.7,360.38
2023,SC,Freitas da Praia,Soja,163.97,2911.03
2002,SP,da Rocha,Cana-de-açúcar,152.64,565.93
2020,RS,Aragão das Pedras,Trigo,677.63,27.49
2002,SC,Vieira,Café,491.01,4799.18
2023,MT,Barbosa Grande,Soja,608.95,881.41
2013,SP,Aragão das Flores,Milho,258.43,4788.97
2019,PA,Melo,Cana-de-açúcar,,142.93
2007,RS,Vieira,Arroz,,4481.26
2007,PR,Araújo de Rezende,Trigo,264.13,
2008,MG,Araújo de Rezende,Cana-de-açúcar,389.56,4797.16
2017,MT,Fogaça,Café,190.58,4631.68
2006,SC,Monteiro dos Dourados,Algodão,183.71,1467.88
2009,SP,da Costa da Prata,Algodão,612.7,1502.63
2000,PA,Aragão das Pedras,Algodão,717.12,3089.19
2003,PR,Gonçalves,Trigo,735.57,2030.99
2019,PA,Freitas,Soja,650.59,3380.03
2003,SC,Monteiro dos Dourados,Algodão,389.07,794.18
2022,MG,Cardoso,Café,889.77,3736.15
2013,PR,Aragão das Pedras,Café,54.35,2397.5
2004,SP,Moreira,Soja,454.42,2945.65
2004,BA,Silva,Feijão,792.12,1813.5
2018,GO,Barbosa Grande,Trigo,701.34,1877.93
2020,MT,Dias,Trigo,618.85,4430.39
2004,BA,Fernandes,Feijão,824.1,2781.2
2023,SC,Silva,Cana-de-açúcar,699.71,2915.72
2010,MS,Cardoso,Trigo,87.22,4257.73
2001,RS,Gonçalves,Trigo,952.49,4549.42
2014,RS,Cardoso,Cana-de-açúcar,224.15,289.11
2013,PR,Caldeira,Milho,800.69,4839.36
2013,SC,Vieira,Soja,600.05,3840.7
2007,SC,Novaes,Soja,291.61,
2019,SC,Correia,Algodão,69.16,1669.19
2007,PA,Fernandes,Trigo,839.91,4879.87
2004,MT,da Conceição,Café,314.2,3726.58
2004,PA,Gonçalves,Trigo,428.78,260.54
2013,MG,Barbosa Grande,Soja,740.79,3402.61
2004,BA,Vieira,Trigo,865.4,3058.97
2008,RS,Caldeira,Arroz,897.09,3196.72
2021,PR,Araújo de Rezende,Café,381.95,2727.45
2010,SC,da Paz,Algodão,480.12,516.52
2016,MS,Souza,Arroz,909.38,2995.05
2011,MT,da Mata do Oeste,Cana-de-açúcar,,32.82
2011,PR,Melo,Café,898.73,4199.66
2023,MT,Gonçalves,Arroz,838.07,3746.24
2015,GO,Melo,Feijão,602.24,4535.96
2000,PA,da Conceição,Feijão,404.4,1683.76
2017,SP,Pires da Mata,Soja,92.9,3008.13
2005,SC,Monteiro dos Dourados,Algodão,786.28,4759.31
2004,MT,Gomes das Flores,Arroz,914.63,4588.17
2017,PR,Souza,Milho,400.63,4520.89
2012,SC,Melo,Cana-de-açúcar,725.99,2952.37
2005,MG,Pires da Mata,Algodão,571.09,1285.02
2006,MT,Pires da Mata,Algodão,998.01,3739.95
2002,SC,Moreira,Soja,989.89,4337.07
2010,PR,Almeida do Galho,Algodão,280.6,1543.23
2007,RS,Barbosa Grande,Soja,607.08,2375.67
2003,MT,das Neves,Cana-de-açúcar,265.6,1885.97
2009,SC,Vieira,Feijão,591.84,2796.53
2008,GO,Azevedo,Trigo,271.58,2015.31
2022,MS,da Costa da Prata,Algodão,790.81,1917.25
2012,MS,Araújo de Rezende,Feijão,485.04,1288.37
2018,MS,Gonçalves,Café,698.26,1186.58
2014,PR,Freitas,Feijão,722.2,645.05
2004,MS,Teixeira,Soja,894.5,1073.7
2012,GO,Vieira,Feijão,825.83,440.31
2011,MS,Souza,Milho,871.0,2416.28
2008,GO,Gomes das Flores,Café,479.35,1632.43
2023,SC,Azevedo,Milho,330.59,824.62
2007,PA,Viana do Amparo,Algodão,675.94,2809.62
2008,SC,Pires da Mata,Café,,758.28
2020,GO,Melo,Feijão,663.11,
2012,PR,Teixeira,Arroz,960.45,1371.09
2008,BA,Aragão das Flores,Feijão,447.33,1327.88
2005,MT,Fernandes,Arroz,816.61,511.45
2005,MG,Azevedo,Trigo,727.42,
2010,RS,Silva,Feijão,802.0,1101.3
2009,RS,Aragão das Flores,Algodão,974.38,808.49
2013,SC,Freitas,Milho,449.43,3928.77
2005,SP,Azevedo,Arroz,99.8,3159.69
2006,PA,Gonçalves,Algodão,713.28,4617.5
2008,SP,Novaes,Algodão,226.93,1174.84
2002,SC,Vieira,Trigo,962.11,3608.6
2011,RS,Oliveira Paulista,Cana-de-açúcar,,4335.64
2015,MG,Gonçalves,Milho,,1901.38
2012,BA,Pires da Mata,Feijão,598.23,3752.37
2005,PR,Correia,Feijão,73.28,1655.16
2012,GO,Fogaça,Algodão,287.51,2109.41
2004,GO,Cardoso,Arroz,452.06,2788.73
2003,MS,Fogaça,Café,130.21,1506.93
2007,PR,Freitas da Praia,Arroz,522.23,3841.69
2002,SP,Dias,Café,687.76,473.82
2001,MS,Dias,Café,300.94,4663.13
2019,PA,da Conceição,Trigo,751.31,2754.13
2018,SC,Moreira,Café,920.53,2076.59
2006,MS,da Mata do Oeste,Trigo,376.73,1309.43
2011,GO,Moraes Verde,Milho,146.17,1463.04
2003,BA,Almeida do Galho,Trigo,197.38,3906.7
2009,SP,Almeida do Galho,Soja,919.28,3752.68
2008,RS,Freitas da Praia,Arroz,190.84,418.09
2011,PR,Vieira,Feijão,,174.97
2010,PR,Gonçalves,Milho,525.19,2277.55
2020,GO,Pires da Mata,Arroz,636.45,3540.85
2018,MT,Almeida,Algodão,182.37,4656.95
2001,GO,Aragão das Flores,Feijão,100.25,3201.12
2005,BA,Dias,Café,178.28,4002.42
2005,PA,Silveira de Minas,Café,123.51,4178.19
2000,BA,Melo,Arroz,,3936.54
2006,SP,Aragão das Pedras,Milho,249.26,1894.65
2011,MT,Melo,Milho,558.28,1985.68
2020,MG,Novaes,Arroz,223.11,3096.15
2022,PA,Silva,Feijão,267.87,
2011,MT,Correia,Cana-de-açúcar,757.77,2339.0
2019,MT,Monteiro dos Dourados,Trigo,562.29,4007.12
2020,MS,Teixeira,Soja,242.8,2884.1
2022,SC,Novaes,Trigo,215.6,4693.02
2005,SC,Almeida,Algodão,667.29,2422.87
2013,BA,da Rocha,Feijão,331.88,41.6
2016,MS,da Conceição,Algodão,145.14,1719.31
2016,MT,Silva,Arroz,355.24,2268.32
2017,SP,Caldeira,Trigo,423.21,1023.51
2012,SC,Freitas,Trigo,716.08,710.42
2012,PR,Correia,Trigo,55.99,4839.19
2010,PR,Peixoto,Feijão,983.04,4296.23
2002,MG,Dias,Café,160.58,3924.8
2016,PA,Aragão das Flores,Soja,645.25,3106.01
2001,GO,Almeida do Galho,Café,305.84,3342.49
2001,SC,Nunes,Café,647.9,1910.58
2006,PA,da Costa da Prata,Soja,,3982.67
2021,MS,Barbosa Grande,Feijão,400.01,836.27
2009,MG,Souza,Algodão,714.19,2819.45
2013,PA,Araújo de Rezende,Soja,,4507.0
2020,PA,da Costa da Prata,Feijão,790.13,4559.38
2018,GO,Silva,Cana-de-açúcar,282.34,3305.19
2016,BA,Azevedo do Amparo,Soja,,3154.21
2015,SP,Aragão das Flores,Cana-de-açúcar,863.43,356.74
2016,MS,Barbosa Grande,Milho,629.32,2322.88
2017,PA,Viana do Amparo,Feijão,522.89,1155.09
2010,MT,Freitas da Praia,Trigo,53.96,1817.84
2018,MS,das Neves,Algodão,486.15,4100.75
2010,SP,Monteiro dos Dourados,Trigo,646.08,2529.15
2009,RS,Aragão das Flores,Cana-de-açúcar,878.27,3258.0
2013,BA,Aragão das Flores,Soja,174.19,1396.07
2013,BA,da Paz,Milho,728.56,2332.7
2009,PR,Barbosa Grande,Soja,14.59,3201.36
2020,SC,Dias,Feijão,696.62,1345.1
2022,MS,Silva,Feijão,380.48,1744.16
2003,PA,Teixeira,Milho,96.91,3771.38
2009,MG,da Mata da Mata,Feijão,757.63,1841.81
2005,SC,Moraes Verde,Soja,358.13,4695.87
2021,RS,Peixoto,Soja,12.66,816.03
2010,BA,Araújo de Rezende,Trigo,743.14,4374.7
2017,SP,Monteiro dos Dourados,Trigo,,634.71
2005,SC,Azevedo,Algodão,67.06,110.19
2020,MS,Vieira,Café,,
2014,SC,Souza,Milho,902.17,4379.29
2005,PR,Aragão das Flores,Feijão,386.57,
2019,PR,Alves de Ribeiro,Algodão,209.68,3875.86
2000,PA,das Neves,Algodão,87.64,1491.32
2008,PA,Melo de Carvalho,Milho,625.55,2472.85
2013,MS,Freitas da Praia,Cana-de-açúcar,79.14,1603.31
2002,MS,Oliveira Paulista,Arroz,93.6,1560.63
2000,MS,Freitas da Praia,Feijão,482.44,4844.91
2013,BA,da Costa da Prata,Soja,157.43,37.13
2013,MG,Gonçalves,Soja,486.86,2585.42
2003,PR,Teixeira,Cana-de-açúcar,334.92,2180.01
2013,PA,Aragão das Flores,Cana-de-açúcar,,
2022,SP,da Paz,Café,546.28,4513.3
2003,PA,Pires da Mata,Feijão,981.7,4649.66
2010,PA,Melo de Carvalho,Algodão,950.89,1249.88
2019,GO,Almeida do Galho,Trigo,539.32,1913.5
2008,MT,da Conceição,Milho,203.63,1376.41
2010,MT,Rocha,Algodão,87.29,3716.13
2014,MS,da Conceição,Algodão,,131.8
2005,MS,Silva,Café,594.4,3576.63
2011,PR,Azevedo,Trigo,650.49,2586.07
2012,MS,Silva,Feijão,918.72,244.55
2017,PR,Correia,Algodão,559.25,1359.67
2022,BA,Cardoso de Minas,Cana-de-açúcar,603.51,611.13
2022,MT,Souza,Algodão,437.15,2511.62
2013,PR,Viana do Amparo,Cana-de-açúcar,350.97,177.45
2023,GO,Dias,Milho,993.04,311.18
2010,SC,Araújo de Rezende,Arroz,532.34,4762.94
2023,MT,Teixeira,Soja,429.85,3970.12
2001,GO,Aragão das Pedras,Cana-de-açúcar,604.4,3566.34
2018,PA,Rocha,Soja,671.47,2948.2
2001,MT,Aragão das Pedras,Cana-de-açúcar,24.17,3226.23
2016,MT,Cardoso,Algodão,701.69,4470.3
2022,MT,Viana do Amparo,Trigo,364.47,1400.72
2007,GO,Melo de Carvalho,Café,269.65,4028.14
2004,PR,Gonçalves,Feijão,898.38,4828.3
2010,GO,da Costa da Prata,Feijão,783.75,1418.86
2019,PR,da Luz,Algodão,455.04,3379.15
2000,PA,Peixoto,Arroz,460.38,1921.33
2019,PR,Vieira,Arroz,65.73,2418.42
2015,GO,Fogaça,Milho,,615.08
2004,GO,da Luz,Arroz,765.43,420.5
2015,RS,Oliveira Paulista,Algodão,14.68,4688.95
2023,MG,Cardoso,Arroz,713.88,2245.98
2004,MS,Teixeira,Arroz,884.19,2107.49
2009,MG,Cardoso de Minas,Arroz,308.63,2621.8
2008,BA,Viana do Amparo,Trigo,551.55,4444.62
2021,SP,Melo de Carvalho,Café,323.3,2682.35
2023,BA,Correia,Soja,882.85,84.41
2018,MG,Silva,Cana-de-açúcar,585.95,2612.35
2002,SP,Teixeira,Trigo,432.6,983.63
2008,PA,Alves de Ribeiro,Café,90.36,4404.4
2021,SC,da Rocha,Cana-de-açúcar,442.65,2127.28
2019,MG,da Mata da Mata,Café,649.74,3057.48
2007,SP,Azevedo do Amparo,Trigo,648.33,2340.39
2003,PR,Correia,Trigo,237.36,1411.8
2010,PA,Aragão das Flores,Cana-de-açúcar,178.63,619.86
2003,GO,Moraes Verde,Feijão,878.93,2330.65
2011,MS,Moraes Verde,Cana-de-açúcar,508.64,3766.5
2022,PR,Freitas da Praia,Soja,827.25,3144.72
2006,MG,Freitas,Algodão,886.48,995.42
2007,SP,Cardoso de Minas,Café,765.04,1727.74
2009,MG,Novaes,Algodão,636.01,3504.96
2022,PA,Viana do Amparo,Algodão,495.94,2993.09
2023,PA,Nunes,Arroz,794.35,2452.93
2012,GO,da Paz,Cana-de-açúcar,468.66,1780.13
2023,PA,Fogaça,Café,,2986.53
2013,MG,da Paz,Soja,104.89,644.68
2015,MS,Vieira,Arroz,811.92,4656.1
2006,GO,Fernandes,Algodão,284.82,3692.79
2015,PA,Oliveira Paulista,Trigo,814.28,802.51
2016,PA,Pires da Mata,Soja,57.47,2260.62
2019,PR,Cardoso,Arroz,430.62,
2018,PR,Almeida,Cana-de-açúcar,,
2011,SP,Cardoso,Trigo,429.3,808.1
2008,MT,Silva,Arroz,681.64,4534.55
2007,BA,da Costa da Prata,Soja,77.12,4534.49
2008,SP,Souza,Milho,463.87,705.49
2004,BA,Melo de Carvalho,Arroz,259.4,3701.68
2020,BA,Silveira de Minas,Cana-de-açúcar,259.94,2726.71
2009,MT,Oliveira Paulista,Cana-de-açúcar,746.07,1116.04
2004,MS,Caldeira,Arroz,379.12,4100.17
2013,MT,da Luz,Arroz,,2384.73
2017,SC,Melo de Carvalho,Arroz,200.1,2491.34
2006,MS,Aragão das Flores,Arroz,524.34,904.21
2007,PR,Correia,Cana-de-açúcar,514.39,160.26
2004,BA,Rocha,Arroz,421.07,593.97
2023,RS,Moraes Verde,Algodão,722.48,3020.34
2005,PA,Fernandes,Arroz,687.19,4648.28
2019,MS,Correia,Algodão,603.48,4273.31
2022,MS,Silveira de Minas,Milho,74.16,984.32
2023,BA,Cardoso de Minas,Cana-de-açúcar,597.81,4341.56
2008,GO,Dias,Soja,637.61,559.62
2020,MT,da Paz,Feijão,836.45,3239.55
2008,PR,Cardoso,Feijão,600.53,2237.6
2007,MG,Oliveira Paulista,Trigo,10.26,3853.18
2016,MS,Correia,Arroz,559.35,2339.55
2023,RS,Vieira,Café,146.64,3564.72
2007,SC,Novaes,Milho,710.44,3610.02
2022,RS,Gomes das Flores,Cana-de-açúcar,916.6,1060.24
2000,PR,da Mata do Oeste,Arroz,492.04,331.14
2021,MS,Moreira,Cana-de-açúcar,321.68,3288.81
2017,PA,da Mata do Oeste,Milho,684.88,
2014,SP,Correia,Milho,631.06,417.82
2021,SP,Cardoso de Minas,Feijão,662.63,2516.35
2015,RS,Teixeira,Feijão,615.84,211.92
2001,PR,Teixeira,Algodão,22.91,4581.14
2012,SP,Vieira,Milho,575.05,3094.83
2001,MS,Moreira,Trigo,367.68,2862.92
2013,SC,Souza,Café,423.1,1690.16
2006,RS,Moreira,Soja,123.89,413.06
2010,PR,da Mata da Mata,Trigo,323.51,3477.18
2014,SP,Cardoso de Minas,Soja,980.49,1422.65
2016,PA,Barbosa Grande,Café,911.44,4263.83
2020,MG,Alves de Ribeiro,Café,76.89,3522.93
2016,SC,Oliveira Paulista,Café,578.81,3920.39
2014,BA,Dias,Cana-de-açúcar,377.07,4078.82
2015,SP,Moreira,Milho,433.99,604.13
2008,PA,Dias,Arroz,41.16,3501.66
2020,SP,Cardoso,Feijão,96.03,1848.01
2020,BA,da Conceição,Algodão,701.96,3133.9
2019,PA,Teixeira,Trigo,527.54,3126.56
2018,PA,da Costa da Prata,Milho,165.06,1288.89
2023,BA,da Mata da Mata,Milho,439.0,4790.4
2022,MG,Silveira de Minas,Arroz,588.25,184.07
2008,GO,Silveira de Minas,Café,473.11,4568.79
2005,RS,Melo de Carvalho,Algodão,425.17,2344.15
2000,SC,Souza,Soja,319.25,1184.35
2004,MT,Cardoso de Minas,Cana-de-açúcar,777.28,3831.69
2004,BA,das Neves,Algodão,547.94,3544.86
2022,MT,Novaes,Soja,259.74,371.32
2000,MG,Silva,Milho,584.68,1394.46
2000,MT,Melo de Carvalho,Feijão,487.88,4662.01
2021,RS,Aragão das Flores,Café,495.12,
2005,MT,Correia,Cana-de-açúcar,736.87,2881.39
2008,MS,da Costa da Prata,Feijão,833.43,873.21
2018,RS,Teixeira,Feijão,871.44,3779.29
2004,PR,Azevedo do Amparo,Café,785.54,3903.13
2020,PR,Gomes das Flores,Café,104.06,1953.69
2016,SP,Teixeira,Café,295.7,79.64
2021,MS,Silveira de Minas,Algodão,291.1,2357.86
2019,MS,Alves de Ribeiro,Café,597.84,
2011,PA,Gonçalves,Milho,669.04,2528.74
2005,GO,da Costa da Prata,Feijão,529.0,2903.09
2012,GO,Dias,Feijão,630.33,1670.63
2023,PA,Almeida do Galho,Soja,850.56,196.7
2007,MT,Alves de Ribeiro,Cana-de-açúcar,117.12,1736.92
2002,RS,Silva,Soja,589.75,812.32
2010,SP,Correia,Cana-de-açúcar,848.76,2443.53
2019,PR,Azevedo,Arroz,294.85,2881.64
2000,MG,Azevedo do Amparo,Café,181.76,2811.47
2013,GO,das Neves,Trigo,47.71,3598.74
2020,MT,Vieira,Soja,,2404.14
2023,BA,Rocha,Café,404.86,592.31
2012,PA,Monteiro dos Dourados,Cana-de-açúcar,718.14,3465.67
2014,MG,Viana do Amparo,Milho,440.4,1377.54
2022,GO,Almeida do Galho,Feijão,884.19,1331.75
2020,PA,Dias,Cana-de-açúcar,681.13,2716.52
2007,SP,da Conceição,Arroz,988.68,3765.28
2014,RS,Aragão das Pedras,Feijão,219.49,2929.4
2012,SC,Silva,Milho,534.55,1960.9
2000,BA,Viana do Amparo,Arroz,777.98,3146.45
2010,PA,Melo de Carvalho,Soja,800.66,2484.95
2019,PA,Souza,Cana-de-açúcar,169.97,2079.05
2014,BA,das Neves,Algodão,966.15,3370.66
2020,GO,da Mata do Oeste,Arroz,212.84,4007.23
2003,BA,Aragão das Flores,Cana-de-açúcar,761.47,
2005,MT,Freitas,Soja,999.79,3368.51
2011,MS,Peixoto,Feijão,623.54,4228.86
2000,GO,Dias,Trigo,938.1,4122.1
2009,GO,Gonçalves,Arroz,601.46,4770.75
2017,RS,Melo de Carvalho,Cana-de-açúcar,863.01,500.77
2000,SP,Monteiro dos Dourados,Feijão,484.09,4429.54
2006,GO,Almeida,Milho,46.37,2569.96
2001,PA,Caldeira,Arroz,535.48,1942.88
2007,GO,da Luz,Milho,684.95,3874.43
2000,PR,da Luz,Feijão,679.59,2374.55
2018,GO,Aragão das Pedras,Soja,323.23,2374.39
2005,GO,Viana do Amparo,Milho,244.59,2872.11
2010,GO,Melo,Trigo,698.44,851.29
2018,MS,Fogaça,Soja,,2617.57
2009,MG,Fogaça,Algodão,282.26,3837.85
2015,MS,Teixeira,Algodão,179.23,468.85
2015,PR,Moreira,Trigo,765.57,2310.18
2009,PR,Araújo de Rezende,Trigo,580.67,1217.55
2017,PR,Vieira,Milho,495.14,1424.63
2021,SC,da Costa da Prata,Café,408.93,1509.12
2017,MG,Moraes Verde,Feijão,613.17,1761.99
2002,PR,Monteiro dos Dourados,Trigo,189.08,1816.19
2011,BA,Vieira,Trigo,810.71,4913.89
2009,PR,Azevedo do Amparo,Algodão,664.87,4939.6
2015,SC,Silva,Cana-de-açúcar,491.15,1083.16
2008,MG,Peixoto,Milho,280.81,4060.66
2017,PA,Almeida,Feijão,18.51,4305.14
2012,MS,Fernandes,Feijão,524.56,3319.22
2023,GO,Almeida do Galho,Soja,,
2013,MT,Cardoso,Arroz,169.69,4112.68
2018,MT,Freitas da Praia,Milho,369.66,253.89
2013,PA,da Mata do Oeste,Café,536.67,1735.36
2001,MT,Freitas,Soja,187.03,28.39
2010,PR,Silveira de Minas,Cana-de-açúcar,691.25,2749.56
2007,MT,Teixeira,Cana-de-açúcar,408.93,3643.73
2002,MS,Oliveira Paulista,Feijão,942.31,2446.4
2014,RS,Barbosa Grande,Café,425.12,850.14
2012,GO,Gomes das Flores,Trigo,180.6,1078.59
2007,GO,Pires da Mata,Arroz,907.37,1075.84
2012,BA,Teixeira,Feijão,433.76,1132.39
2015,SP,das Neves,Cana-de-açúcar,76.78,1234.05
2021,RS,Caldeira,Trigo,852.71,1019.62
2000,GO,da Conceição,Trigo,348.8,2779.45
2001,PA,Teixeira,Trigo,310.01,2800.72
2012,MT,Fogaça,Feijão,112.37,4045.42
2013,GO,Silveira de Minas,Feijão,486.04,1787.82
2001,MT,da Mata da Mata,Café,274.81,4341.36
2015,RS,Almeida do Galho,Cana-de-açúcar,261.21,2860.93
2013,GO,Peixoto,Trigo,233.6,73.83
2006,BA,Teixeira,Soja,897.02,2038.06
2021,RS,Melo,Milho,,
2013,RS,da Rocha,Cana-de-açúcar,158.9,4080.42
2017,PR,Peixoto,Milho,720.84,4706.21
2016,MG,Azevedo do Amparo,Café,524.09,1626.38
2004,BA,da Costa da Prata,Algodão,566.67,3565.35
2010,PA,Viana do Amparo,Feijão,343.26,3648.02
2017,PR,Alves de Ribeiro,Soja,513.84,4378.97
2015,PA,Aragão das Pedras,Feijão,86.53,3316.48
2009,PA,Melo,Feijão,355.47,3345.69
2005,SP,da Rocha,Algodão,159.58,525.46
2013,MS,Almeida,Arroz,977.72,2742.57
2001,SC,Teixeira,Soja,604.28,70.22
2008,PR,Almeida do Galho,Milho,114.78,1831.66
2012,PR,Barbosa Grande,Soja,966.67,2849.01
2020,PR,Araújo de Rezende,Arroz,833.95,1484.3
2022,SC,da Paz,Feijão,933.88,3208.89
2019,RS,Gomes das Flores,Soja,510.85,2744.82
2011,GO,Oliveira Paulista,Soja,828.88,1904.34
2001,BA,Gonçalves,Algodão,766.67,3204.76
2002,MG,Moreira,Arroz,97.25,3379.15
2012,PR,Novaes,Feijão,323.51,194.28
2020,SC,Caldeira,Algodão,155.85,518.85
2000,RS,Fernandes,Algodão,463.18,31.26
2019,MG,Novaes,Feijão,515.37,
2003,PR,da Luz,Soja,378.19,2589.74
2017,BA,Vieira,Milho,194.91,792.62
2012,SC,Peixoto,Milho,938.2,4207.7
2005,GO,Araújo de Rezende,Trigo,313.48,1196.18
2005,PA,Melo de Carvalho,Feijão,146.61,2881.3
2014,PR,Pires da Mata,Algodão,,2825.75
2017,SP,Silveira de Minas,Soja,115.07,156.64
2016,MS,da Mata do Oeste,Algodão,811.11,4624.29
2013,BA,Silva,Trigo,471.94,846.81
2003,SC,da Conceição,Arroz,779.93,1299.89
2000,MG,Moreira,Feijão,444.25,1764.48
2007,SC,Gomes das Flores,Trigo,196.47,1471.99
2010,MT,Alves de Ribeiro,Soja,520.01,539.39
2012,PA,Correia,Trigo,,4717.41
2016,RS,Correia,Milho,644.15,178.32
2020,SC,Gomes das Flores,Arroz,347.98,3542.6
2013,RS,Silva,Cana-de-açúcar,148.98,1210.53
2016,PA,Nunes,Milho,434.43,3789.32
2019,MT,Viana do Amparo,Feijão,972.53,2937.02
2023,BA,Correia,Trigo,141.69,3312.43
2023,PA,Monteiro dos Dourados,Arroz,539.69,2145.48
2000,GO,Caldeira,Café,914.64,1243.41
2007,RS,Freitas da Praia,Algodão,788.78,
2018,RS,Silva,Milho,,3550.7
2010,PR,Aragão das Pedras,Café,,4412.64
2022,MS,Correia,Café,323.14,166.22
2009,GO,das Neves,Cana-de-açúcar,438.74,4312.28
2000,PR,Barbosa Grande,Algodão,203.76,
2004,PA,Fogaça,Arroz,287.64,4531.55
2015,RS,Vieira,Milho,541.53,1338.3
2019,MT,Gomes das Flores,Soja,,2913.52
2019,PA,Azevedo,Trigo,785.6,1983.54
2004,PR,Peixoto,Milho,211.03,2860.79
2015,GO,Melo de Carvalho,Café,445.12,1272.79
2002,RS,Teixeira,Café,385.58,2978.24
2022,MT,Rocha,Algodão,903.38,4223.26
2001,SP,Aragão das Pedras,Cana-de-açúcar,458.59,2063.17
2016,PR,Silva,Soja,303.29,3714.37
2021,BA,Almeida do Galho,Cana-de-açúcar,796.49,1784.3
2000,BA,Oliveira Paulista,Arroz,384.17,2802.5
2015,PR,da Mata da Mata,Milho,949.93,340.24
2022,SC,Dias,Feijão,876.93,2587.37
2023,BA,Moreira,Algodão,440.75,1619.88
2001,MS,da Costa da Prata,Café,,2155.06
2019,MT,Vieira,Milho,771.87,3259.82
2006,SC,Souza,Milho,16.32,4577.24
2010,GO,da Luz,Café,990.25,2463.35
2005,SP,Souza,Arroz,908.13,1536.65
2001,PA,Moraes Verde,Arroz,341.3,2179.21
2013,MG,Freitas da Praia,Algodão,942.02,3707.92
2003,MS,Freitas,Milho,215.0,1329.63
2018,PA,Almeida do Galho,Arroz,519.74,1090.16
2021,MG,Almeida do Galho,Café,134.77,2668.46
2001,SP,Gonçalves,Arroz,203.29,4902.18
2001,RS,Araújo de Rezende,Cana-de-açúcar,218.53,741.57
2012,MT,Almeida do Galho,Soja,347.46,940.93
2012,BA,Caldeira,Milho,996.08,3053.8
2002,BA,Cardoso,Café,115.2,3722.08
2020,GO,da Rocha,Algodão,52.47,2000.54
2005,MS,Almeida,Soja,395.99,3432.32
2020,PR,Cardoso,Arroz,77.97,4564.54
2016,MT,Fogaça,Milho,299.59,879.33
2000,PR,Aragão das Flores,Arroz,548.23,2123.38
2006,PR,Cardoso,Milho,553.28,64.28
2006,GO,Moreira,Café,890.82,2060.95
2012,PR,Silva,Trigo,281.15,
2021,GO,Araújo de Rezende,Milho,490.63,4452.21
2008,PR,Alves de Ribeiro,Trigo,412.1,2810.25
2017,GO,Teixeira,Soja,142.76,4743.63
2000,BA,da Paz,Arroz,744.69,4312.02
2010,GO,Dias,Soja,976.33,406.67
2021,MG,Aragão das Pedras,Milho,116.39,1954.9
2021,MT,Moraes Verde,Trigo,635.83,2985.65
2010,MG,Almeida do Galho,Cana-de-açúcar,515.7,701.1
2009,PR,Teixeira,Soja,925.64,4960.92
2016,MS,Oliveira Paulista,Milho,116.46,4909.25
2016,PA,Aragão das Flores,Café,,3724.17
2011,BA,da Mata do Oeste,Arroz,968.02,3934.73
2009,RS,Almeida,Soja,801.8,3592.95
2011,MG,Aragão das Pedras,Feijão,517.08,3340.44
2005,BA,Caldeira,Milho,578.3,3698.34
2020,MG,Silva,Arroz,98.39,2730.08
2005,RS,Nunes,Algodão,469.4,4033.06
2005,MT,Cardoso,Arroz,560.47,1278.97
2019,SC,Pires da Mata,Feijão,552.41,4037.73
